Township,Date,Air Temp. Avg. (°C),Air Temp. Min. (°C),Air Temp. Max. (°C),Precip. (mm),Precip. Accumulated (mm),Relative Humidity Avg. (%),Modelled Snow Water Equiv. (mm),Incoming Solar Rad. Total (MJ/m2),Wind Speed 10 m Avg. (km/h)
T056R08W6,2011-12-08,-13.69,-23.86,-3.52,,,79.98,,,
T056R08W6,2011-12-09,-1.755,-8.94,5.43,,,60.56,,,
T056R08W6,2011-12-10,-3.32,-8.21,1.57,,,71.16,,,
T056R08W6,2011-12-11,-11.18,-18.37,-3.99,,,87.44,,,
T056R08W6,2011-12-12,-8.1075,-13.66,-2.56,,,74.38,,,
T056R08W6,2011-12-13,-5.035,-8.95,-1.12,,,79.08,,,
T056R08W6,2011-12-14,-10.905,-16.88,-4.93,,,78.90,,,
T056R08W6,2011-12-15,-8.215,-13.15,-3.28,,,88.79,,,
T056R08W6,2011-12-16,-3.145,-8.96,2.67,,,76.97,,,
T056R08W6,2011-12-17,0.955,-4.25,6.16,,,84.39,,,
T056R08W6,2011-12-18,-5.345,-9.06,-1.63,,,88.38,,,
T056R08W6,2011-12-19,-2.395,-6.31,1.52,,,71.66,,,
T056R08W6,2011-12-20,0.555,-3.55,4.66,,,72.98,,,
T056R08W6,2011-12-21,-6.57,-10.78,-2.36,,,78.68,,,
T056R08W6,2011-12-22,-2.705,-7.46,2.05,,,59.35,,,
T056R08W6,2011-12-23,-2.215,-7.50,3.07,,,55.62,,,
T056R08W6,2011-12-24,0.335,-5.06,5.73,,,61.99,,,
T056R08W6,2011-12-25,2.02,-2.35,6.39,,,61.38,,,
T056R08W6,2011-12-26,-3.78,-8.30,0.74,,,68.27,,,
T056R08W6,2011-12-27,-5.775,-12.00,0.45,,,60.79,,,
T056R08W6,2011-12-28,-4.635,-11.65,2.38,,,81.74,,,
T056R08W6,2011-12-29,-4.875,-11.57,1.82,,,73.90,,,
T056R08W6,2011-12-30,-7.25,-13.92,-0.58,,,83.88,,,
T056R08W6,2011-12-31,-12.195,-18.81,-5.58,,,61.38,,,
T056R08W6,2012-01-01,-13.985,-22.22,-5.75,,,61.95,,,6.62
T056R08W6,2012-01-02,1.9,-6.03,9.83,,,45.36,,,16.95
T056R08W6,2012-01-03,1.16,-2.54,4.86,,,72.84,,,13.43
T056R08W6,2012-01-04,3.835,-0.23,7.90,,,73.49,,,9.55
T056R08W6,2012-01-05,-0.805,-3.19,1.58,,,65.89,,,25.63
T056R08W6,2012-01-06,-4.055,-6.82,-1.29,,,56.73,,,25.86
T056R08W6,2012-01-07,-1.105,-5.25,3.04,,,53.51,,,21.26
T056R08W6,2012-01-08,3.22,0.19,6.25,,,63.08,,,32.46
T056R08W6,2012-01-09,1.49,-4.44,7.42,,,65.98,,,21.51
T056R08W6,2012-01-10,-10.745,-17.40,-4.09,,,63.02,,,14.13
T056R08W6,2012-01-11,-8.815,-17.37,-0.26,,,47.31,,,13.95
T056R08W6,2012-01-12,-2.55,-8.61,3.51,,,56.77,,,16.63
T056R08W6,2012-01-13,-3.975,-7.14,-0.81,,,52.47,,,21.33
T056R08W6,2012-01-14,-13.23,-20.10,-6.36,,,78.65,,,7.19
T056R08W6,2012-01-15,-25.21,-29.73,-20.69,,,66.70,,,5.74
T056R08W6,2012-01-16,-31.845,-36.31,-27.38,,,58.92,,,5.35
T056R08W6,2012-01-17,-34.99,-40.71,-29.27,,,55.95,,,4.64
T056R08W6,2012-01-18,-31.455,-41.60,-21.31,,,56.97,,,4.21
T056R08W6,2012-01-19,-27.54,-37.01,-18.07,,,60.63,,,3.99
T056R08W6,2012-01-20,-23.435,-31.67,-15.20,,,72.80,,,3.71
T056R08W6,2012-01-21,-14.44,-21.30,-7.58,,,75.90,,,5.01
T056R08W6,2012-01-22,-9.205,-16.06,-2.35,,,74.47,,,7.31
T056R08W6,2012-01-23,-7.24,-14.22,-0.26,,,60.81,,,17.68
T056R08W6,2012-01-24,-3.48,-9.60,2.64,,,64.17,,,11.22
T056R08W6,2012-01-25,-2.285,-7.75,3.18,,,60.55,,,23.86
T056R08W6,2012-01-26,-8.995,-13.99,-4.00,,,70.10,,,14.77
T056R08W6,2012-01-27,-6.865,-9.65,-4.08,,,64.89,,,23.48
T056R08W6,2012-01-28,-5.06,-8.01,-2.11,,,81.23,,,7.85
T056R08W6,2012-01-29,2.105,-2.31,6.52,,,75.35,,,22.19
T056R08W6,2012-01-30,-0.105,-3.56,3.35,,,58.42,,,25.99
T056R08W6,2012-01-31,-2.56,-7.85,2.73,,,58.76,,,15.53
T056R08W6,2012-02-01,-4.845,-10.04,0.35,,,73.34,,,7.67
T056R08W6,2012-02-02,-5.985,-16.12,4.15,,,71.54,,,6.78
T056R08W6,2012-02-03,0.92,-8.30,10.14,,,77.72,,,4.79
T056R08W6,2012-02-04,1.06,-8.06,10.18,,,74.65,,,5.45
T056R08W6,2012-02-05,-6.845,-11.99,-1.70,,,86.45,,,6.17
T056R08W6,2012-02-06,-6.67,-13.55,0.21,,,76.54,,,11.53
T056R08W6,2012-02-07,-7.96,-19.50,3.58,,,69.25,,,4.32
T056R08W6,2012-02-08,-7.29,-19.00,4.42,,,59.91,,,4.76
T056R08W6,2012-02-09,-6.585,-16.36,3.19,,,67.69,,,6.02
T056R08W6,2012-02-10,-10.175,-18.16,-2.19,,,72.67,,,9.02
T056R08W6,2012-02-11,-6.235,-19.98,7.51,,,71.45,,,7.21
T056R08W6,2012-02-12,-0.27,-7.58,7.04,,,70.56,,,9.74
T056R08W6,2012-02-13,-4.94,-10.22,0.34,,,55.50,,,15.65
T056R08W6,2012-02-14,-9.125,-17.69,-0.56,,,60.11,,,7.80
T056R08W6,2012-02-15,-4.235,-11.68,3.21,,,48.97,,,12.66
T056R08W6,2012-02-16,-5.45,-13.13,2.23,,,57.68,,,10.26
T056R08W6,2012-02-17,-3.42,-11.96,5.12,,,56.16,,,7.60
T056R08W6,2012-02-18,-4.375,-9.30,0.55,,,70.16,,,9.36
T056R08W6,2012-02-19,-5.66,-10.02,-1.30,,,64.28,,,16.75
T056R08W6,2012-02-20,-6.76,-14.33,0.81,,,60.88,,,7.92
T056R08W6,2012-02-21,-0.965,-4.05,2.12,,,56.66,,,26.12
T056R08W6,2012-02-22,-2.47,-5.95,1.01,,,55.60,,,22.52
T056R08W6,2012-02-23,-5.685,-9.82,-1.55,,,54.61,,,18.52
T056R08W6,2012-02-24,-11.775,-17.21,-6.34,,,76.17,,,8.68
T056R08W6,2012-02-25,-13.355,-17.81,-8.90,,,79.70,,,6.73
T056R08W6,2012-02-26,-15.745,-22.08,-9.41,,,68.27,,,5.03
T056R08W6,2012-02-27,-10.61,-19.61,-1.61,,,48.21,,,14.93
T056R08W6,2012-02-28,-6.765,-14.57,1.04,,,52.16,,,7.54
T056R08W6,2012-02-29,-9.8,-17.06,-2.54,,,65.45,,,6.31
T056R08W6,2012-03-01,-8.885,-14.15,-3.62,,,76.33,,,4.17
T056R08W6,2012-03-02,-6.885,-13.67,-0.10,,,62.75,,,15.41
T056R08W6,2012-03-03,-0.56,-4.03,2.91,,,65.71,,,18.58
T056R08W6,2012-03-04,-4.67,-7.39,-1.95,,,75.51,,,9.05
T056R08W6,2012-03-05,-8.725,-12.28,-5.17,,,83.90,,,5.83
T056R08W6,2012-03-06,-13.005,-20.20,-5.81,,,66.30,,,15.82
T056R08W6,2012-03-07,-2.05,-6.96,2.86,,,54.01,,,25.51
T056R08W6,2012-03-08,2.255,-1.23,5.74,,,60.82,,,18.41
T056R08W6,2012-03-09,2.85,-1.25,6.95,,,60.10,,,18.75
T056R08W6,2012-03-10,-0.495,-4.80,3.81,,,82.35,,,5.58
T056R08W6,2012-03-11,-3.285,-8.66,2.09,,,80.11,,,9.28
T056R08W6,2012-03-12,-5.805,-14.12,2.51,,,54.76,,,10.67
T056R08W6,2012-03-13,-4.435,-8.66,-0.21,,,68.60,,,14.28
T056R08W6,2012-03-14,-5.215,-11.30,0.87,,,46.30,,,13.69
T056R08W6,2012-03-15,-2.235,-12.82,8.35,,,61.78,,,10.53
T056R08W6,2012-03-16,-1.015,-6.08,4.05,,,63.26,,,11.34
T056R08W6,2012-03-17,-6.4,-12.31,-0.49,,,78.25,,,7.86
T056R08W6,2012-03-18,-3.515,-10.97,3.94,,,68.30,,,8.80
T056R08W6,2012-03-19,-8.235,-15.87,-0.60,,,78.61,,,7.20
T056R08W6,2012-03-20,-7.375,-16.35,1.60,,,75.03,,,7.07
T056R08W6,2012-03-21,-5.045,-11.72,1.63,,,40.25,,,19.27
T056R08W6,2012-03-22,-9.955,-18.89,-1.02,,,63.55,,,5.80
T056R08W6,2012-03-23,-6.63,-13.27,0.01,,,71.24,,,6.84
T056R08W6,2012-03-24,-6.595,-18.63,5.44,,,51.54,,,6.76
T056R08W6,2012-03-25,-3.135,-14.23,7.96,,,51.56,,,9.44
T056R08W6,2012-03-26,-1.34,-11.17,8.49,,,52.30,,,8.28
T056R08W6,2012-03-27,0.125,-8.72,8.97,,,56.30,,,7.51
T056R08W6,2012-03-28,2.72,-4.69,10.13,,,63.49,,,7.34
T056R08W6,2012-03-29,2.015,-4.65,8.68,,,59.53,,,10.16
T056R08W6,2012-03-30,-0.12,-6.26,6.02,,,80.21,,,8.27
T056R08W6,2012-03-31,-1.63,-8.19,4.93,,,57.22,,,8.84
T056R08W6,2012-04-01,-1.38,-6.37,3.61,,,65.73,,,9.83
T056R08W6,2012-04-02,-1.205,-10.82,8.41,,,50.67,,,10.04
T056R08W6,2012-04-03,3.63,-3.51,10.77,0.00,652.64,45.03,160.88,,14.27
T056R08W6,2012-04-04,-1.12,-6.18,3.94,0.51,653.15,50.88,157.07,,13.09
T056R08W6,2012-04-05,-1.805,-4.48,0.87,1.79,654.94,78.04,158.94,,10.57
T056R08W6,2012-04-06,-2.155,-7.45,3.14,0.76,655.70,68.71,158.24,,7.93
T056R08W6,2012-04-07,-1.33,-8.14,5.48,0.00,655.70,54.08,150.62,,11.61
T056R08W6,2012-04-08,1.02,-6.07,8.11,0.00,655.70,47.14,138.89,,6.75
T056R08W6,2012-04-09,-0.045,-9.89,9.80,0.00,655.70,48.36,124.44,,10.27
T056R08W6,2012-04-10,5.12,-4.74,14.98,0.00,655.70,52.04,102.91,,7.89
T056R08W6,2012-04-11,5.245,-3.33,13.82,0.00,655.70,56.87,82.86,,6.77
T056R08W6,2012-04-12,2.315,-2.21,6.84,6.12,661.82,80.76,66.29,,6.58
T056R08W6,2012-04-13,-0.99,-3.49,1.51,0.00,661.82,91.42,64.00,,9.02
T056R08W6,2012-04-14,-4.95,-6.77,-3.13,0.00,661.82,83.53,63.73,,12.23
T056R08W6,2012-04-15,-2.72,-10.32,4.88,12.23,674.05,75.67,78.10,,4.25
T056R08W6,2012-04-16,-1.05,-9.52,7.42,0.00,674.05,73.72,72.98,,6.95
T056R08W6,2012-04-17,1.26,-4.20,6.72,3.82,677.87,77.37,71.29,,6.85
T056R08W6,2012-04-18,0.805,-5.26,6.87,0.00,677.87,79.78,60.05,,6.35
T056R08W6,2012-04-19,2.395,-5.64,10.43,0.00,677.87,60.10,43.33,,7.06
T056R08W6,2012-04-20,2.795,-1.08,6.67,0.00,677.87,53.72,32.05,,18.78
T056R08W6,2012-04-21,3.135,-4.34,10.61,0.00,677.87,43.04,14.87,,13.13
T056R08W6,2012-04-22,3.66,-1.50,8.82,6.12,683.99,69.74,0.00,,6.05
T056R08W6,2012-04-23,7.945,1.04,14.85,13.51,697.50,85.35,0.00,,7.09
T056R08W6,2012-04-24,4.08,0.83,7.33,6.11,703.61,92.40,0.00,,6.80
T056R08W6,2012-04-25,7.575,1.40,13.75,0.25,703.86,83.39,0.00,,7.43
T056R08W6,2012-04-26,4.305,0.09,8.52,0.00,703.86,88.50,0.00,,13.72
T056R08W6,2012-04-27,3.005,-2.17,8.18,0.00,703.86,54.20,0.00,,17.74
T056R08W6,2012-04-28,3.235,-4.77,11.24,0.00,703.86,56.21,0.00,,13.65
T056R08W6,2012-04-29,4.605,-0.58,9.79,0.00,703.86,59.18,0.00,,12.94
T056R08W6,2012-04-30,2.975,-4.40,10.35,1.27,705.13,74.53,0.00,,9.19
T056R08W6,2012-05-01,4.5,0.18,8.82,0.00,705.13,79.64,0.00,,8.59
T056R08W6,2012-05-02,3.635,-0.13,7.40,10.16,715.29,88.83,0.00,,5.22
T056R08W6,2012-05-03,3.095,-1.21,7.40,0.00,715.29,88.70,0.00,,9.26
T056R08W6,2012-05-04,3.89,-1.61,9.39,0.00,715.29,67.57,0.00,,11.28
T056R08W6,2012-05-05,2.26,-3.11,7.63,0.00,715.29,54.89,0.00,,15.26
T056R08W6,2012-05-06,4.525,-3.51,12.56,0.00,715.29,49.01,0.00,,12.65
T056R08W6,2012-05-07,8.2,0.01,16.39,0.00,715.29,51.14,0.00,,11.05
T056R08W6,2012-05-08,9.145,0.96,17.33,0.97,716.26,49.47,0.00,,12.52
T056R08W6,2012-05-09,1.195,-2.66,5.05,6.56,722.82,64.30,4.53,,16.06
T056R08W6,2012-05-10,0.685,-3.35,4.72,0.00,722.82,46.77,0.00,,31.68
T056R08W6,2012-05-11,5.13,0.24,10.02,0.00,722.82,39.94,0.00,,26.83
T056R08W6,2012-05-12,9.64,2.68,16.60,0.00,722.82,36.12,0.00,,17.35
T056R08W6,2012-05-13,9.125,-0.09,18.34,0.00,722.82,37.59,0.00,,15.36
T056R08W6,2012-05-14,9.09,-0.66,18.84,0.00,722.82,38.05,0.00,,9.21
T056R08W6,2012-05-15,10.72,3.03,18.41,0.00,722.82,44.31,0.00,,13.28
T056R08W6,2012-05-16,5.36,-0.27,10.99,0.00,722.82,45.73,0.00,,14.75
T056R08W6,2012-05-17,0.185,-5.85,6.22,0.00,722.82,41.20,0.00,,13.41
T056R08W6,2012-05-18,-0.975,-5.33,3.38,1.69,724.51,72.20,0.00,,7.16
T056R08W6,2012-05-19,2.31,-6.68,11.30,8.47,732.98,60.59,0.00,,7.58
T056R08W6,2012-05-20,5.78,-3.70,15.26,0.00,732.98,50.26,0.00,,7.30
T056R08W6,2012-05-21,8.96,2.47,15.45,0.00,732.98,54.61,0.00,,8.12
T056R08W6,2012-05-22,8.685,3.81,13.56,0.49,733.47,63.58,0.00,,13.15
T056R08W6,2012-05-23,6.35,0.55,12.15,5.09,738.56,57.69,0.00,,11.83
T056R08W6,2012-05-24,4.22,0.08,8.36,12.12,750.68,84.93,0.00,,6.40
T056R08W6,2012-05-25,6.005,-0.37,12.38,0.24,750.92,62.32,0.00,,7.87
T056R08W6,2012-05-26,8.265,-2.01,18.54,0.00,750.92,44.98,0.00,,7.71
T056R08W6,2012-05-27,8.985,-1.51,19.48,0.00,750.92,37.36,0.00,,7.94
T056R08W6,2012-05-28,9.82,0.00,19.64,0.00,750.92,36.51,0.00,,8.37
T056R08W6,2012-05-29,5.22,0.16,10.28,0.49,751.41,70.42,0.00,,10.02
T056R08W6,2012-05-30,8.065,2.55,13.58,0.00,751.41,56.25,0.00,,14.52
T056R08W6,2012-05-31,7.965,1.01,14.92,0.00,751.41,57.52,0.00,,13.71
T056R08W6,2012-06-01,7.525,-0.16,15.21,0.00,751.41,57.41,0.00,,9.38
T056R08W6,2012-06-02,6.845,1.67,12.02,2.93,754.34,65.27,0.00,,12.58
T056R08W6,2012-06-03,5.5,-1.76,12.76,0.00,754.34,52.50,0.00,,7.09
T056R08W6,2012-06-04,8.845,1.15,16.54,0.00,754.34,50.26,0.00,,12.99
T056R08W6,2012-06-05,9.61,6.66,12.56,18.34,772.68,84.64,0.00,,10.73
T056R08W6,2012-06-06,6.045,2.82,9.27,64.56,837.24,98.40,0.00,,8.82
T056R08W6,2012-06-07,7.86,2.20,13.52,0.00,837.24,59.31,0.00,,14.08
T056R08W6,2012-06-08,6.745,0.84,12.65,10.75,847.99,70.58,0.00,,7.65
T056R08W6,2012-06-09,7.01,4.75,9.27,21.51,869.50,91.49,0.00,,11.66
T056R08W6,2012-06-10,7.91,5.11,10.71,5.62,875.12,92.60,0.00,,8.34
T056R08W6,2012-06-11,10.21,2.40,18.02,0.00,875.12,62.88,0.00,,12.62
T056R08W6,2012-06-12,9.715,4.00,15.43,0.00,875.12,70.04,0.00,,9.40
T056R08W6,2012-06-13,8.475,3.51,13.44,4.41,879.53,71.88,0.00,,11.72
T056R08W6,2012-06-14,5.955,1.08,10.83,0.00,879.53,66.38,0.00,,7.63
T056R08W6,2012-06-15,7.145,0.77,13.52,0.00,879.53,53.38,0.00,,10.63
T056R08W6,2012-06-16,10.11,3.15,17.07,17.61,897.14,70.15,0.00,,14.33
T056R08W6,2012-06-17,8.675,3.97,13.38,2.20,899.34,68.04,0.00,,16.54
T056R08W6,2012-06-18,6.915,3.30,10.53,5.86,905.20,81.91,0.00,,11.89
T056R08W6,2012-06-19,7.18,3.53,10.83,23.46,928.66,88.87,0.00,,8.46
T056R08W6,2012-06-20,9.6,3.49,15.71,0.00,928.66,74.25,0.00,,6.60
T056R08W6,2012-06-21,11.12,2.34,19.90,0.00,928.66,62.57,0.00,,8.70
T056R08W6,2012-06-22,11.525,4.53,18.52,0.00,928.66,74.45,0.00,,12.35
T056R08W6,2012-06-23,11.46,8.54,14.38,0.00,928.66,84.44,0.00,,14.05
T056R08W6,2012-06-24,11.755,6.12,17.39,0.00,928.66,69.82,0.00,,7.53
T056R08W6,2012-06-25,10.98,3.91,18.05,0.00,928.66,51.17,0.00,,14.40
T056R08W6,2012-06-26,9.435,2.57,16.30,0.00,928.66,47.89,0.00,,17.32
T056R08W6,2012-06-27,9.785,6.35,13.22,0.00,928.66,46.70,0.00,,27.02
T056R08W6,2012-06-28,11.6,3.64,19.56,0.00,928.66,47.50,0.00,,10.30
T056R08W6,2012-06-29,12.155,7.55,16.76,0.00,928.66,57.26,0.00,,14.29
T056R08W6,2012-06-30,11.515,4.92,18.11,0.00,928.66,58.21,0.00,,10.55
T056R08W6,2012-07-01,11.545,6.81,16.28,0.00,928.66,64.49,0.00,,9.94
T056R08W6,2012-07-02,9.58,3.74,15.42,2.18,930.84,73.08,0.00,,5.70
T056R08W6,2012-07-03,5.82,3.60,8.04,54.59,985.43,95.75,0.00,,8.57
T056R08W6,2012-07-04,7.335,3.35,11.32,22.84,1008.27,81.70,0.00,,16.32
T056R08W6,2012-07-05,8.89,0.78,17.00,0.00,1008.27,64.09,0.00,,9.18
T056R08W6,2012-07-06,12.395,3.21,21.58,0.00,1008.27,53.14,0.00,,9.14
T056R08W6,2012-07-07,14.225,4.12,24.33,0.00,1008.27,47.93,0.00,,9.53
T056R08W6,2012-07-08,16.97,6.90,27.04,0.00,1008.27,46.29,0.00,,7.97
T056R08W6,2012-07-09,18.265,8.26,28.27,0.00,1008.27,45.39,0.00,,9.31
T056R08W6,2012-07-10,16.44,7.46,25.42,0.00,1008.27,45.23,0.00,,13.50
T056R08W6,2012-07-11,16.04,6.68,25.40,0.00,1008.27,53.10,0.00,,8.00
T056R08W6,2012-07-12,16.365,7.59,25.14,0.00,1008.27,52.80,0.00,,8.61
T056R08W6,2012-07-13,16.78,7.90,25.66,0.00,1008.27,53.14,0.00,,8.05
T056R08W6,2012-07-14,16.92,6.70,27.14,0.00,1008.27,53.39,0.00,,8.42
T056R08W6,2012-07-15,12.08,10.19,13.97,21.53,1029.80,91.54,0.00,,7.19
T056R08W6,2012-07-16,17.74,11.96,23.52,0.44,1030.24,78.25,0.00,,6.02
T056R08W6,2012-07-17,16.88,8.63,25.13,12.84,1043.08,74.60,0.00,,7.60
T056R08W6,2012-07-18,14.285,8.34,20.23,14.13,1057.21,73.28,0.00,,11.40
T056R08W6,2012-07-19,14.435,8.17,20.70,0.00,1057.21,67.08,0.00,,7.56
T056R08W6,2012-07-20,15.675,6.98,24.37,27.62,1084.83,75.73,0.00,,8.53
T056R08W6,2012-07-21,15.445,10.06,20.83,0.21,1085.04,72.32,0.00,,11.67
T056R08W6,2012-07-22,13.69,5.29,22.09,0.00,1085.04,61.71,0.00,,6.82
T056R08W6,2012-07-23,9.08,6.72,11.44,115.51,1200.55,93.87,0.00,,9.00
T056R08W6,2012-07-24,13.26,9.15,17.37,32.41,1232.96,91.61,0.00,,8.65
T056R08W6,2012-07-25,13.745,7.22,20.27,11.09,1244.05,83.04,0.00,,7.22
T056R08W6,2012-07-26,13.795,6.76,20.83,0.44,1244.49,81.26,0.00,,4.92
T056R08W6,2012-07-27,14.045,6.83,21.26,0.00,1244.49,77.40,0.00,,6.85
T056R08W6,2012-07-28,13.505,6.33,20.68,0.65,1245.14,73.35,0.00,,7.94
T056R08W6,2012-07-29,14.645,7.90,21.39,1.08,1246.22,74.86,0.00,,5.48
T056R08W6,2012-07-30,13.015,6.11,19.92,6.31,1252.53,81.68,0.00,,7.33
T056R08W6,2012-07-31,12.25,6.26,18.24,0.00,1252.53,69.52,0.00,,9.87
T056R08W6,2012-08-01,9.265,2.62,15.91,0.00,1252.53,74.57,0.00,,8.72
T056R08W6,2012-08-02,8.56,4.47,12.65,5.05,1257.58,80.36,0.00,,10.34
T056R08W6,2012-08-03,12.935,6.39,19.48,0.00,1257.58,70.52,0.00,,11.35
T056R08W6,2012-08-04,17.6,11.07,24.13,0.00,1257.58,59.44,0.00,,13.60
T056R08W6,2012-08-05,18.115,9.93,26.30,0.00,1257.58,61.68,0.00,,8.42
T056R08W6,2012-08-06,18.545,9.24,27.85,0.00,1257.58,54.31,0.00,,8.07
T056R08W6,2012-08-07,16.315,9.41,23.22,0.00,1257.58,73.56,0.00,,7.41
T056R08W6,2012-08-08,14.665,6.09,23.24,3.80,1261.38,73.48,0.00,,8.40
T056R08W6,2012-08-09,12.87,5.97,19.77,0.00,1261.38,60.17,0.00,,14.41
T056R08W6,2012-08-10,11.24,4.05,18.43,0.00,1261.38,61.64,0.00,,8.76
T056R08W6,2012-08-11,11.41,3.99,18.83,0.00,1261.38,61.44,0.00,,8.15
T056R08W6,2012-08-12,13.195,4.65,21.74,0.00,1261.38,67.39,0.00,,6.45
T056R08W6,2012-08-13,12.275,5.72,18.83,0.00,1261.38,66.74,0.00,,6.53
T056R08W6,2012-08-14,7.52,4.77,10.27,21.00,1282.38,94.60,0.00,,7.32
T056R08W6,2012-08-15,10.655,2.17,19.14,0.25,1282.63,76.08,0.00,,5.40
T056R08W6,2012-08-16,12.605,2.93,22.28,0.00,1282.63,61.03,0.00,,7.33
T056R08W6,2012-08-17,15.675,5.03,26.32,0.00,1282.63,56.42,0.00,,5.28
T056R08W6,2012-08-18,17.75,6.58,28.92,0.00,1282.63,52.27,0.00,,6.54
T056R08W6,2012-08-19,17.3,7.96,26.64,0.00,1282.63,61.81,0.00,,7.21
T056R08W6,2012-08-20,16.9,7.92,25.88,0.00,1282.63,70.39,0.00,,6.50
T056R08W6,2012-08-21,15.385,7.72,23.05,2.53,1285.16,75.88,0.00,,6.64
T056R08W6,2012-08-22,11.405,4.39,18.42,0.00,1285.16,78.01,0.00,,8.12
T056R08W6,2012-08-23,8.225,2.53,13.92,15.69,1300.85,75.96,0.00,,11.78
T056R08W6,2012-08-24,6.475,0.25,12.70,0.00,1300.85,70.24,0.00,,14.25
T056R08W6,2012-08-25,11.095,5.69,16.50,0.00,1300.85,67.54,0.00,,9.82
T056R08W6,2012-08-26,11.805,2.22,21.39,0.00,1300.85,66.63,0.00,,5.39
T056R08W6,2012-08-27,15.36,6.65,24.07,0.00,1300.85,60.18,0.00,,7.86
T056R08W6,2012-08-28,12.275,4.70,19.85,0.00,1300.85,55.53,0.00,,11.18
T056R08W6,2012-08-29,9.045,3.72,14.37,0.00,1300.85,57.82,0.00,,19.11
T056R08W6,2012-08-30,6.405,3.03,9.78,15.94,1316.79,89.52,0.00,,5.03
T056R08W6,2012-08-31,7.84,2.58,13.10,0.76,1317.55,86.77,0.00,,5.78
T056R08W6,2012-09-01,7.215,2.44,11.99,0.49,1318.04,76.61,0.00,,12.44
T056R08W6,2012-09-02,9.75,5.69,13.81,0.00,1318.04,57.50,0.00,,24.24
T056R08W6,2012-09-03,8.485,4.46,12.51,0.74,1318.78,60.07,0.00,,20.97
T056R08W6,2012-09-04,8.24,2.23,14.25,0.00,1318.78,70.87,0.00,,15.98
T056R08W6,2012-09-05,8.365,2.58,14.15,2.73,1321.51,80.38,0.00,,6.70
T056R08W6,2012-09-06,10.98,1.01,20.95,0.00,1321.51,66.19,0.00,,10.72
T056R08W6,2012-09-07,13.19,6.06,20.32,0.00,1321.51,62.60,0.00,,7.88
T056R08W6,2012-09-08,15.265,4.68,25.85,0.00,1321.51,61.85,0.00,,8.68
T056R08W6,2012-09-09,13.8,4.99,22.61,0.00,1321.51,51.43,0.00,,9.71
T056R08W6,2012-09-10,6.835,2.06,11.61,1.24,1322.75,66.21,0.00,,19.11
T056R08W6,2012-09-11,5.045,0.60,9.49,0.00,1322.75,57.23,0.00,,21.17
T056R08W6,2012-09-12,7.115,2.06,12.17,0.00,1322.75,53.68,0.00,,22.79
T056R08W6,2012-09-13,14.25,7.27,21.23,0.00,1322.75,48.51,0.00,,18.86
T056R08W6,2012-09-14,10.925,3.08,18.77,0.00,1322.75,47.66,0.00,,18.03
T056R08W6,2012-09-15,7.035,-2.16,16.23,0.00,1322.75,55.06,0.00,,6.55
T056R08W6,2012-09-16,7.02,-3.02,17.06,0.00,1322.75,61.00,0.00,,8.11
T056R08W6,2012-09-17,14.63,5.24,24.02,0.00,1322.75,38.45,0.00,,14.60
T056R08W6,2012-09-18,11.745,4.48,19.01,0.00,1322.75,40.20,0.00,,15.55
T056R08W6,2012-09-19,11.13,-0.62,22.88,0.00,1322.75,52.93,0.00,,11.41
T056R08W6,2012-09-20,14.98,4.02,25.94,0.00,1322.75,50.49,0.00,,7.83
T056R08W6,2012-09-21,13.805,1.40,26.21,0.00,1322.75,56.48,0.00,,5.47
T056R08W6,2012-09-22,13.195,2.19,24.20,0.00,1322.75,59.44,0.00,,4.97
T056R08W6,2012-09-23,13.59,2.12,25.06,0.00,1322.75,62.77,0.00,,5.04
T056R08W6,2012-09-24,11.525,0.66,22.39,0.00,1322.75,59.28,0.00,,6.07
T056R08W6,2012-09-25,6.675,1.26,12.09,23.10,1345.85,90.32,0.00,,5.89
T056R08W6,2012-09-26,8.81,-0.15,17.77,0.00,1345.85,72.91,0.00,,6.08
T056R08W6,2012-09-27,10.54,-1.02,22.10,0.00,1345.85,61.07,0.00,,7.18
T056R08W6,2012-09-28,11.52,2.42,20.62,0.00,1345.85,57.16,0.00,,9.27
T056R08W6,2012-09-29,7.04,2.23,11.85,1.50,1347.35,72.57,0.00,,10.52
T056R08W6,2012-09-30,8.035,3.99,12.08,0.00,1347.35,54.17,0.00,,18.16
T056R08W6,2012-10-01,9.905,3.37,16.44,30.15,1377.50,78.46,0.00,,17.49
T056R08W6,2012-10-02,1.555,-1.41,4.52,0.00,1377.50,89.07,0.00,,13.13
T056R08W6,2012-10-03,1.36,-4.18,6.90,9.56,1387.06,86.27,11.27,,4.81
T056R08W6,2012-10-04,-0.2,-7.98,7.58,0.00,1387.06,77.97,6.35,,4.18
T056R08W6,2012-10-05,1.695,-7.98,11.37,0.00,1387.06,72.74,0.00,,6.41
T056R08W6,2012-10-06,9.16,1.01,17.31,0.00,1387.06,64.35,0.00,,8.29
T056R08W6,2012-10-07,7.225,3.17,11.28,1.23,1388.29,73.01,0.00,,9.40
T056R08W6,2012-10-08,5.27,2.18,8.36,0.00,1388.29,85.01,0.00,,6.03
T056R08W6,2012-10-09,7.635,-0.97,16.24,0.00,1388.29,70.37,0.00,,9.23
T056R08W6,2012-10-10,-0.74,-6.20,4.72,0.00,1388.29,87.23,0.00,,8.63
T056R08W6,2012-10-11,-2.505,-7.33,2.32,2.94,1391.23,87.52,3.39,,5.52
